movie_id,title,genres,crew,actor_1,actor_2,actor_3,tags
1724,the incredible hulk,"ScienceFiction, Action, Adventure",LouisLeterrier,EdwardNorton,LivTyler,TimRoth,"Scientist Bruce Banner scour the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military mastermind who dream of exploiting his power force him back to civilization, he find himself coming face to face with a new, deadly foe. ScienceFiction Action Adventure newyork riodejaneiro marvelcomic superhero basedoncomicbook ontherun fugitive supersoldier tonystark virginia military hulk marvelcinematicuniverse angry brucebanner EdwardNorton LivTyler TimRoth LouisLeterrier"
267935,the bfg,"Adventure, Family, Fantasy",StevenSpielberg,RubyBarnhill,MarkRylance,RebeccaHall,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giant are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her! Adventure Family Fantasy londonengland england basedonnovel queen littlegirl orphan cannibal giant evilbrother RubyBarnhill MarkRylance RebeccaHall StevenSpielberg"
281957,the revenant,"Western, Drama, Adventure, Thriller",AlejandroGonzálezIñárritu,LeonardoDiCaprio,TomHardy,WillPoulter,"In the 1820s, a frontiersman, Hugh Glass, set out on a path of vengeance against those who left him for dead after a bear mauling. Western Drama Adventure Thriller fathersonrelationship rape basedonnovel mountain winter grizzlybear wilderness frontier revenge murder nativeamerican survival bear snow violence animaldeath bearattack deathofson basedontrueevents furtrapper LeonardoDiCaprio TomHardy WillPoulter AlejandroGonzálezIñárritu"
77950,turbo,"Animation, Family",DavidSoren,RyanReynolds,PaulGiamatti,MichaelPeña,The tale of an ordinary garden snail who dream of winning the Indy 500. Animation Family underdog carrace dream speed power snail fast friend superpower racer RyanReynolds PaulGiamatti MichaelPeña DavidSoren
44896,rango,"Animation, Comedy, Family, Western, Adventure",GoreVerbinski,JohnnyDepp,IslaFisher,NedBeatty,"When Rango, a lost family pet, accidentally wind up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly find he stand out. Welcomed a the last hope the town ha been waiting for, new Sheriff Rango is forced to play his new role to the hilt. Animation Comedy Family Western Adventure sheriff nevada pet rango chameleon lasvegas cactus terrarium constructionsite armadillo disillusionment JohnnyDepp IslaFisher NedBeatty GoreVerbinski"
270946,penguins of madagascar,"Family, Animation, Adventure, Comedy",EricDarnell SimonJ.Smith,TomMcGrath,ChrisMiller,ChristopherKnights,"Skipper, Kowalski, Rico and Private join force with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world a we know it. Family Animation Adventure Comedy penguin madagascar 3d TomMcGrath ChrisMiller ChristopherKnights EricDarnell SimonJ.Smith"
2503,the bourne ultimatum,"Action, Drama, Mystery, Thriller",PaulGreengrass,MattDamon,JuliaStiles,DavidStrathairn,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stir a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best effort to eradicate him. Action Drama Mystery Thriller paris corruption madrid assassin basedonnovel europe prosecution dangerous falseidentity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence footchase moskow darkpast langleyvirginia flashback chaseontheroof securityleak MattDamon JuliaStiles DavidStrathairn PaulGreengrass"
9502,kung fu panda,"Adventure, Animation, Family, Comedy",MarkOsborne JohnStevenson,JackBlack,DustinHoffman,AngelinaJolie,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny a the ""chosen one"" and train to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try. Adventure Animation Family Comedy china martialarts kungfu mentor snake restaurant shop strongwoman bravery tiger turtle panda sensei anthropomorphism fighting ancientchina monkey master destiny evil aftercreditsstinger monkeywarrior noodle JackBlack DustinHoffman AngelinaJolie MarkOsborne JohnStevenson"
102899,ant-man,"ScienceFiction, Action, Adventure",PeytonReed,PaulRudd,MichaelDouglas,EvangelineLilly,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world. ScienceFiction Action Adventure marvelcomic superhero basedoncomicbook aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d PaulRudd MichaelDouglas EvangelineLilly PeytonReed"
101299,the hunger games: catching fire,"Adventure, Action, ScienceFiction",FrancisLawrence,JenniferLawrence,JoshHutcherson,LiamHemsworth,"Katniss Everdeen ha returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning mean that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss sens that a rebellion is simmering, but the Capitol is still very much in control a President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever. Adventure Action ScienceFiction competition basedonnovel mentor secret factory television propaganda future dystopia alliance game president uprising sequel murder survival conspiracy rebellion blood femaleprotagonist tournament explosion danger imax winner basedonyoungadultnovel JenniferLawrence JoshHutcherson LiamHemsworth FrancisLawrence"
228161,home,"Fantasy, Comedy, Animation, ScienceFiction, Family",TimJohnson,JimParsons,Rihanna,SteveMartin,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all human are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she find herself the accidental accomplice of a banished Boov named Oh. The two fugitive realize there’s a lot more at stake than intergalactic relation a they embark on the road trip of a lifetime. Fantasy Comedy Animation ScienceFiction Family friendship spaceship space alien alieninvasion alienfriendship awfulleader takingresposibility JimParsons Rihanna SteveMartin TimJohnson"
74,war of the worlds,"Adventure, Thriller, ScienceFiction",StevenSpielberg,TomCruise,DakotaFanning,MirandaOtto,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touch down. Adventure Thriller ScienceFiction posttraumaticstressdisorder newjersey airplane dystopia daughter apocalypse alieninvasion humansubjugation TomCruise DakotaFanning MirandaOtto StevenSpielberg"
8961,bad boys ii,"Adventure, Action, Comedy, Thriller, Crime",MichaelBay,MartinLawrence,WillSmith,JordiMollà,"Out-of-control, trash-talking buddy cop Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullet fly, car crash and laugh explode a they pursue a whacked-out drug lord from the street of Miami to the barrio of Cuba. But the real firework result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister. Adventure Action Comedy Thriller Crime miami kukluxklan cuba undercover mexicanstandoff ecstasy guantánamo slaughter shootout gunfight bromance gangster violence footchase interrogation carchase druglord explodinghouse narcoticscop illegaldrugs deaagent buddycop criminalunderworld actionhero haitiangang minefield MartinLawrence WillSmith JordiMollà MichaelBay"
417859,puss in boots,"Action, Adventure, Animation, Family, Fantasy",ChrisMiller,AntonioBanderas,SalmaHayek,ZachGalifianakis,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he set off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots. Action Adventure Animation Family Fantasy adventure fairy-talefigure AntonioBanderas SalmaHayek ZachGalifianakis ChrisMiller"
27576,salt,"Action, Mystery, Thriller",PhillipNoyce,AngelinaJolie,LievSchreiber,ChiwetelEjiofor,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt go on the run, using all her skill and year of experience a a covert operative to elude capture. Salt's effort to prove her innocence only serve to cast doubt on her motives, a the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?"" Action Mystery Thriller assassination spy cia kidnapping coldwar sovietunion doubleagent raceagainsttime revenge ontherun shootout espionage femaleprotagonist hitwoman terrorism violence russianspy intelligenceofficer actionheroine AngelinaJolie LievSchreiber ChiwetelEjiofor PhillipNoyce"
86834,noah,"Drama, Adventure",DarrenAronofsky,RussellCrowe,JenniferConnelly,EmmaWatson,A man who suffers vision of an apocalyptic deluge take measure to protect his family from the coming flood. Drama Adventure bible god noah 3d RussellCrowe JenniferConnelly EmmaWatson DarrenAronofsky
17578,the adventures of tintin,"Adventure, Animation, Mystery",StevenSpielberg,JamieBell,AndySerkis,DanielCraig,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspect him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemy a Tintin endeavor to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse. Adventure Animation Mystery riddle captain treasure liquor treasurehunt sunkentreasure plot reporter 3d action JamieBell AndySerkis DanielCraig StevenSpielberg"
673,harry potter and the prisoner of azkaban,"Adventure, Fantasy, Family",AlfonsoCuarón,DanielRadcliffe,RupertGrint,EmmaWatson,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry come face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turn to sympathetic Professor Lupin for help. Adventure Fantasy Family flying traitor magic cuttingthecord childhero broom sorcerer'sapprentice schoolofwitchcraft griffon blackmagic timetravel bestfriend werewolf dark muggle aftercreditsstinger DanielRadcliffe RupertGrint EmmaWatson AlfonsoCuarón"
6972,australia,Drama,BazLuhrmann,NicoleKidman,HughJackman,EssieDavis,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pact with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese force firsthand. Drama missionary worldwarii ranch australia british racist cattledrive aftercreditsstinger stampede waltzingmatilda trampledtodeath NicoleKidman HughJackman EssieDavis BazLuhrmann"
82700,after earth,"ScienceFiction, Action, Adventure",M.NightShyamalan,JadenSmith,WillSmith,SophieOkonedo,"One thousand year after cataclysmic event forced humanity's escape from Earth, Nova Prime ha become mankind's new home. Legendary General Cypher Raige return from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damage Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lie dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai ha wanted nothing more than to be a soldier like his father. Today, he get his chance. ScienceFiction Action Adventure dystopia JadenSmith WillSmith SophieOkonedo M.NightShyamalan"
10567,dinosaur,"Animation, Family",RalphZondag EricLeighton,D.B.Sweeney,AlfreWoodard,OssieDavis,An orphaned dinosaur raised by lemur join an arduous trek to a sancturary after a meteorite shower destroys his family home. Animation Family cataclysm asteroid leader comet animation prehistoric prehistoricegg dinosaur nestinggrounds prehistoriccreature prehistoricadventure lemur prehistorictimes D.B.Sweeney AlfreWoodard OssieDavis RalphZondag EricLeighton
181533,night at the museum: secret of the tomb,"Adventure, Comedy, Fantasy, Family",ShawnLevy,BenStiller,RamiMalek,RebelWilson,"When the magic power of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) span the globe, uniting favorite and new character while embarking on an epic quest to save the magic before it is gone forever. Adventure Comedy Fantasy Family nightwatchman museum naturalhistory history smithsonian BenStiller RamiMalek RebelWilson ShawnLevy"
38055,megamind,"Animation, Action, Comedy, Family, ScienceFiction",TomMcGrath,WillFerrell,BradPitt,TinaFey,"Bumbling supervillain Megamind finally defeat his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life. Animation Action Comedy Family ScienceFiction savingtheworld date prison secretidentity fish gun dna mayor antihero rain museum one-sidedlove serum talkinganimal reporter duringcreditsstinger strongervillain WillFerrell BradPitt TinaFey TomMcGrath"
671,harry potter and the philosopher's stone,"Adventure, Fantasy, Family",ChrisColumbus,DanielRadcliffe,RupertGrint,EmmaWatson,"Harry Potter ha lived under the stair at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound power with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' death -- and about the villain who's to blame. Adventure Fantasy Family witch christmasparty magic cuttingthecord halloween childhero broom chosenone frog fantasyworld basedonyoungadultnovel DanielRadcliffe RupertGrint EmmaWatson ChrisColumbus"
49524,r.i.p.d.,"Fantasy, Action, Comedy, Crime",RobertSchwentke,JeffBridges,RyanReynolds,KevinBacon,A recently slain cop join a team of undead police officer working for the Rest in Peace Department and try to find the man who murdered him. Based on the comic by Peter M. Lenkov. Fantasy Action Comedy Crime gold policeoperation partner revenge undead ghost policedepartment JeffBridges RyanReynolds KevinBacon RobertSchwentke
22,pirates of the caribbean: the curse of the black pearl,"Adventure, Fantasy, Action",GoreVerbinski,JohnnyDepp,GeoffreyRush,OrlandoBloom,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butt head with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple. Adventure Fantasy Action exoticisland blacksmith eastindiatradingcompany gold marriageproposal mutiny jamaica skeleton daughter governor woodeneye goldcoin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirateship capuchinmonkey tortuga JohnnyDepp GeoffreyRush OrlandoBloom GoreVerbinski"
131631,the hunger games: mockingjay - part 1,"ScienceFiction, Adventure, Thriller",FrancisLawrence,JenniferLawrence,JoshHutcherson,LiamHemsworth,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol. ScienceFiction Adventure Thriller resistance post-apocalyptic dystopia war sequel femaleprotagonist bowandarrow game futurewar revolt classprejudice humansubjugation basedonyoungadultnovel JenniferLawrence JoshHutcherson LiamHemsworth FrancisLawrence
591,the da vinci code,"Thriller, Mystery",RonHoward,TomHanks,AudreyTautou,IanMcKellen,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the work of Leonardo da Vinci. Thriller Mystery paris holygrail christianity monk basedonnovel zurich secretsociety louvre curator symbologist opusdei heresy monalisa freemason conspiracy pentagram tomb catholicism cryptologist iconography albino sect TomHanks AudreyTautou IanMcKellen RonHoward"
172385,rio 2,"Animation, Adventure, Comedy, Family",CarlosSaldanha,JesseEisenberg,AnneHathaway,LeslieMann,"It's a jungle out there for Blu, Jewel and their three kid after they're hurtled from Rio de Janeiro to the wild of the Amazon. As Blu try to fit in, he go beak-to-beak with the vengeful Nigel, and meet the most fearsome adversary of all: his father-in-law. Animation Adventure Comedy Family bird sequel jungle audition amazonrainforest parrot JesseEisenberg AnneHathaway LeslieMann CarlosSaldanha"
36658,x2,"Adventure, Action, ScienceFiction, Thriller",BryanSinger,PatrickStewart,HughJackman,IanMcKellen,"Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemesis – Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants. Adventure Action ScienceFiction Thriller mutant marvelcomic superhero basedoncomicbook superhuman PatrickStewart HughJackman IanMcKellen BryanSinger"
51497,fast five,"Action, Thriller, Crime",JustinLin,VinDiesel,PaulWalker,JordanaBrewster,"Former cop Brian O'Conner partner with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many border to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom. Action Thriller Crime brazil fbi freedom escapefromprison carcrash heist organizedcrime ontherun money fugitive policechase escapedconvict car imax automobileracing duringcreditsstinger VinDiesel PaulWalker JordanaBrewster JustinLin"
58574,sherlock holmes: a game of shadows,"Adventure, Action, Crime, Mystery",GuyRitchie,RobertDowneyJr.,JudeLaw,JaredHarris,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the detective. Adventure Action Crime Mystery detectiveinspector steampunk criminalmastermind RobertDowneyJr. JudeLaw JaredHarris GuyRitchie"
18823,clash of the titans,"Adventure, Fantasy, Action",LouisLeterrier,SamWorthington,LiamNeeson,RalphFiennes,"Born of a god but raised a a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteer to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demon and fearsome beasts, Perseus and his warrior will only survive if Perseus accepts his power a a god, defies fate and creates his own destiny. Adventure Fantasy Action hades mythology greekmythology zeus medusa mythologicalbeast seamonster perseus kraken god ancientgreece basedongreekmyth 3d SamWorthington LiamNeeson RalphFiennes LouisLeterrier"
861,total recall,"Action, Adventure, ScienceFiction",PaulVerhoeven,ArnoldSchwarzenegger,SharonStone,RachelTicotin,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also find that his past ha been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip. Action Adventure ScienceFiction oxygen falselyaccused resistance mar doublelife telepathy mutant hologram spacecolony falseidentity secretagent dystopia cyberpunk falsememory implantedmemory ArnoldSchwarzenegger SharonStone RachelTicotin PaulVerhoeven"
1911,the 13th warrior,"Adventure, Fantasy, Action",JohnMcTiernan,AntonioBanderas,VladimirKulich,DennisStorhøi,"In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughter Vikings and devours their flesh. Adventure Fantasy Action witch cave arabian scandinavia bagdad viking iraq war mission AntonioBanderas VladimirKulich DennisStorhøi JohnMcTiernan"
49040,the bourne legacy,"Action, Thriller",TonyGilroy,JeremyRenner,RachelWeisz,EdwardNorton,"New CIA operative, Aaron Cross experience life-or-death stake that have been triggered by the previous action of Jason Bourne. Action Thriller assassin wolf maryland suicidebygunshot rooftop explodinghouse laptop trackingdevice fakeid seoulsouthkorea pharmaceuticallab governmentconspiracy roofchase manilaphilippines hunted falsepassport albertacanada lieutenantgeneral JeremyRenner RachelWeisz EdwardNorton TonyGilroy"
415,batman & robin,"Action, Crime, Fantasy",JoelSchumacher,GeorgeClooney,ChrisO'Donnell,ArnoldSchwarzenegger,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battle the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plan to put Gotham City on ice, while Ivy try to drive a wedge between the dynamic duo. Action Crime Fantasy doublelife dccomics dualidentity crimefighter fictionalplace gothamcity superhero creditcard superpower GeorgeClooney ChrisO'Donnell ArnoldSchwarzenegger JoelSchumacher"
8871,how the grinch stole christmas,"Family, Comedy, Fantasy",RonHoward,JimCarrey,TaylorMomsen,JeffreyTambor,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville life the Grinch. The Grinch is a nasty creature that hate Christmas, and plot to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch. Family Comedy Fantasy holiday christmasparty newlove santaclaus village kidsandfamily JimCarrey TaylorMomsen JeffreyTambor RonHoward"
435,the day after tomorrow,"Action, Adventure, ScienceFiction, Thriller",RolandEmmerich,DennisQuaid,JakeGyllenhaal,EmmyRossum,"After year of increase in the greenhouse effect, havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, flood and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall try to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze. Action Adventure ScienceFiction Thriller savingtheworld library cataclysm climatechange greenhouseeffect tornado twister hurricane hail temperaturedrop iceage polarzone meteorology gulfstream barrierice icemelting thirdworld exodus evacuation climate government snow losangeles scientist doomsday antarctic disastermovie DennisQuaid JakeGyllenhaal EmmyRossum RolandEmmerich"
955,mission: impossible ii,"Adventure, Action, Thriller",JohnWoo,TomCruise,DougrayScott,ThandieNewton,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt race across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunge him into the center of an international crisis of terrifying magnitude. Adventure Action Thriller terror spain cia helicopter secretidentity skyscraper undercover island ex-lover secretmission dyinganddeath secretagent computer duel lethalvirus violence rescueteam agent car researchlaboratory TomCruise DougrayScott ThandieNewton JohnWoo"
2133,the perfect storm,Drama,WolfgangPetersen,GeorgeClooney,MarkWahlberg,DianeLane,"In October 1991, a confluence of weather condition combined to form a killer storm in the North Atlantic. Caught in the storm wa the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute detail of the fishing boats, their gear and the weather are juxtaposed with the sea adventure. Drama u.s.airforce grocery jamaican meteorologist rescueboat marina cityhall theflemishcap malecamaraderie stormatsea GeorgeClooney MarkWahlberg DianeLane WolfgangPetersen"
1979,fantastic 4: rise of the silver surfer,"Adventure, Fantasy, Action, Thriller",TimStory,IoanGruffudd,JessicaAlba,ChrisEvans,"The Fantastic Four return to the big screen a a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemy that pose a greater threat than the intrepid superheroes realize. Adventure Fantasy Action Thriller fire helicopter surfboard mask satellite airplane transformation forest resurrection marvelcomic sequel superhero basedoncomicbook outerspace wedding explosion scientist interrogation doublecross fantasticfour military earthinperil superhumanstrength duringcreditsstinger invisibility silversurfer forcefield elasticity absorbingpower IoanGruffudd JessicaAlba ChrisEvans TimStory"
87827,life of pi,"Adventure, Drama, Action",AngLee,SurajSharma,IrrfanKhan,AyushTandon,"The story of an Indian boy named Pi, a zookeeper's son who find himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck set them adrift in the Pacific Ocean. Adventure Drama Action ocean shipwreck hindu tiger faith zookeeper teenageboy cargoship lifeboat injuredanimal SurajSharma IrrfanKhan AyushTandon AngLee"
1250,ghost rider,"Thriller, Action, Fantasy, Horror",MarkStevenJohnson,NicolasCage,EvaMendes,WesBentley,"In order to save his dying father, young stunt cyclist, Johnny Blaze sell his soul to Mephistopheles and sadly part from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path cross again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offer to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'. Thriller Action Fantasy Horror mephisto religionandsupernatural dyinganddeath devil'sson ghostworld stunt flame basedoncomicbook NicolasCage EvaMendes WesBentley MarkStevenJohnson"
324668,jason bourne,"Action, Thriller",PaulGreengrass,MattDamon,AliciaVikander,TommyLeeJones,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truth about his past. Action Thriller assassin amnesia flashback MattDamon AliciaVikander TommyLeeJones PaulGreengrass
9471,charlie's angels: full throttle,"Action, Adventure, Comedy",McG,CameronDiaz,DrewBarrymore,LucyLiu,"The Angels are charged with finding a pair of missing ring that are encoded with the personal information of member of the Witness Protection Program. As informant are killed, the lady target a rogue agent who might be responsible. Action Adventure Comedy robbery secretidentity secretagent CameronDiaz DrewBarrymore LucyLiu McG"
70981,prometheus,"ScienceFiction, Adventure, Mystery",RidleyScott,NoomiRapace,MichaelFassbender,GuyPearce,"A team of explorer discover a clue to the origin of mankind on Earth, leading them on a journey to the darkest corner of the universe. There, they must fight a terrifying battle to save the future of the human race. ScienceFiction Adventure Mystery android dystopia alien spinoff creation emergencysurgery aftercreditsstinger stasis archeologicaldig godcomplex cavedrawing geneticmutation originsoflife NoomiRapace MichaelFassbender GuyPearce RidleyScott"
10996,stuart little 2,"Family, Adventure, Animation, Comedy",RobMinkoff,MichaelJ.Fox,GeenaDavis,HughLaurie,"Stuart, an adorable white mouse, still life happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventure are in store a Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend. Family Adventure Animation Comedy mouse falcon bird friendship family MichaelJ.Fox GeenaDavis HughLaurie RobMinkoff"
68724,elysium,"ScienceFiction, Action, Drama, Thriller",NeillBlomkamp,MattDamon,JodieFoster,SharltoCopley,"In the year 2159, two class of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration law and preserve the luxurious lifestyle of the citizen of Elysium. That doesn’t stop the people of Earth from trying to get in, by any mean they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds. ScienceFiction Action Drama Thriller dystopia spacestation classconflict MattDamon JodieFoster SharltoCopley NeillBlomkamp"
2789,the chronicles of riddick,"Action, ScienceFiction",DavidTwohy,VinDiesel,ThandieNewton,KarlUrban,"After year of outrunning ruthless bounty hunters, escaped convict Riddick suddenly find himself caught between opposing force in a fight for the future of the human race. Now, waging incredible battle on fantastic and deadly worlds, this lone, reluctant hero will emerge a humanity's champion - and the last hope for a universe on the edge of annihilation. Action ScienceFiction prison dystopia matteroflifeanddeath outerspace intergalactictravel VinDiesel ThandieNewton KarlUrban DavidTwohy"
97020,robocop,"Action, ScienceFiction",JoséPadilha,JoelKinnaman,GaryOldman,MichaelKeaton,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology. Overseas, their drone have been used by the military for years, but have been forbidden for law enforcement in America. Now OmniCorp want to bring their controversial technology to the home front, and they see a golden opportunity to do it. When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp see their chance to build a part-man, part-robot police officer. OmniCorp envisions a RoboCop in every city and even more billion for their shareholders, but they never counted on one thing: there is still a man inside the machine. Action ScienceFiction cyborg future dystopia police remake violence detroit JoelKinnaman GaryOldman MichaelKeaton JoséPadilha"
7459,speed racer,"Action, Family, ScienceFiction",LillyWachowski LanaWachowski,EmileHirsch,ChristinaRicci,MatthewFox,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing league cost his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series. Action Family ScienceFiction carrace lossofbrother chimp family duringcreditsstinger womandirector EmileHirsch ChristinaRicci MatthewFox LillyWachowski LanaWachowski"
42888,how do you know,"Comedy, Drama, Romance",JamesL.Brooks,ReeseWitherspoon,PaulRudd,OwenWilson,"After being cut from the USA softball team and feeling a bit past her prime, Lisa find herself evaluating her life and in the middle of a love triangle, a a corporate guy in crisis competes with her current, baseball-playing beau. Comedy Drama Romance lovetriangle baseball athlete aftercreditsstinger ReeseWitherspoon PaulRudd OwenWilson JamesL.Brooks"
37834,knight and day,"Action, Comedy",JamesMangold,TomCruise,CameronDiaz,PeterSarsgaard,"A fugitive couple go on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliance and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust. Action Comedy spy airport gasstation garage pilot chase secretagent rope explodingbuilding carchase policecar boygenius duringcreditsstinger TomCruise CameronDiaz PeterSarsgaard JamesMangold"
